hometeam,date,home_FG,home_FGA,home_FGpct,home_3P,home_3PA,home_3Ppct,home_FT,home_FTA,home_FTpct,home_PF,home_PTS
Dallas Mavericks,2019-11-06,36,84,.429,11,31,.355,24,30,.800,23,107
Detroit Pistons,2019-11-06,44,79,.557,15,30,.500,19,24,.792,17,122
Houston Rockets,2019-11-06,48,97,.495,21,45,.467,12,19,.632,20,129
Indiana Pacers,2019-11-06,44,94,.468,12,30,.400,21,26,.808,25,121
Los Angeles Clippers,2019-11-06,41,98,.418,13,31,.419,29,36,.806,28,124
Memphis Grizzlies,2019-11-06,50,88,.568,12,23,.522,25,30,.833,22,137
Toronto Raptors,2019-11-06,43,78,.551,14,29,.483,24,29,.828,20,124
Utah Jazz,2019-11-06,41,89,.461,8,22,.364,16,24,.667,21,106
Charlotte Hornets,2019-11-07,33,86,.384,6,31,.194,15,21,.714,19,87
Los Angeles Clippers,2019-11-07,39,89,.438,4,23,.174,25,30,.833,14,107
Phoenix Suns,2019-11-07,37,84,.440,11,32,.344,23,31,.742,21,108
San Antonio Spurs,2019-11-07,51,94,.543,9,20,.450,10,11,.909,21,121
Atlanta Hawks,2019-11-08,46,87,.529,9,28,.321,8,14,.571,19,109
Dallas Mavericks,2019-11-08,37,90,.411,14,44,.318,14,17,.824,21,102
Denver Nuggets,2019-11-08,39,87,.448,9,22,.409,13,17,.765,16,100
Indiana Pacers,2019-11-08,43,83,.518,4,15,.267,22,25,.880,16,112
Los Angeles Lakers,2019-11-08,40,89,.449,8,32,.250,7,8,.875,24,95
Minnesota Timberwolves,2019-11-08,48,111,.432,9,36,.250,20,29,.690,23,125
New Orleans Pelicans,2019-11-08,40,99,.404,10,41,.244,14,21,.667,23,104
Orlando Magic,2019-11-08,44,93,.473,7,28,.250,23,27,.852,17,118
Portland Trail Blazers,2019-11-08,40,97,.412,11,30,.367,24,25,.960,24,115
Utah Jazz,2019-11-08,34,84,.405,15,36,.417,20,29,.690,27,103
Washington Wizards,2019-11-08,45,96,.469,7,31,.226,3,6,.500,24,100
Chicago Bulls,2019-11-09,37,98,.378,4,32,.125,16,18,.889,22,94
Charlotte Hornets,2019-11-09,36,88,.409,12,35,.343,26,34,.765,27,110
Memphis Grizzlies,2019-11-09,50,95,.526,12,36,.333,10,14,.714,22,122
Oklahoma City Thunder,2019-11-09,43,79,.544,14,30,.467,14,17,.824,17,114
San Antonio Spurs,2019-11-09,39,99,.394,14,30,.467,23,30,.767,22,115
Los Angeles Lakers,2019-11-10,41,94,.436,10,30,.333,12,19,.632,20,104
Minnesota Timberwolves,2019-11-10,34,97,.351,6,45,.133,24,33,.727,23,98
New York Knicks,2019-11-10,31,86,.360,9,31,.290,16,25,.640,26,87
Oklahoma City Thunder,2019-11-10,45,91,.495,17,42,.405,12,17,.706,20,119
Orlando Magic,2019-11-10,41,89,.461,15,36,.417,5,6,.833,10,102
Philadelphia 76ers,2019-11-10,46,84,.548,10,28,.357,12,16,.750,16,114
Phoenix Suns,2019-11-10,52,99,.525,19,42,.452,15,19,.789,17,138
Portland Trail Blazers,2019-11-10,45,104,.433,12,36,.333,22,28,.786,22,124
Boston Celtics,2019-11-11,41,86,.477,15,35,.429,19,25,.760,27,116
Detroit Pistons,2019-11-11,39,87,.448,16,32,.500,20,25,.800,22,114
Golden State Warriors,2019-11-11,45,94,.479,10,31,.323,8,14,.571,24,108
Los Angeles Clippers,2019-11-11,34,92,.370,8,36,.222,22,30,.733,21,98
New Orleans Pelicans,2019-11-11,41,95,.432,14,45,.311,20,27,.741,23,116
San Antonio Spurs,2019-11-11,42,90,.467,12,30,.400,13,17,.765,17,109
Chicago Bulls,2019-11-12,41,81,.506,14,33,.424,24,31,.774,25,120
Denver Nuggets,2019-11-12,46,104,.442,11,41,.268,18,22,.818,24,121
Indiana Pacers,2019-11-12,46,94,.489,7,23,.304,12,13,.923,20,111
Miami Heat,2019-11-12,41,77,.532,14,32,.438,21,27,.778,30,117
Philadelphia 76ers,2019-11-12,40,89,.449,8,38,.211,10,13,.769,20,98
Phoenix Suns,2019-11-12,43,91,.473,16,38,.421,13,17,.765,22,115
Sacramento Kings,2019-11-12,38,86,.442,11,32,.344,20,26,.769,25,107
Utah Jazz,2019-11-12,43,92,.467,6,26,.231,27,35,.771,18,119
Boston Celtics,2019-11-13,49,96,.510,16,36,.444,26,29,.897,26,140
Charlotte Hornets,2019-11-13,43,87,.494,16,36,.444,15,19,.789,12,117
Houston Rockets,2019-11-13,33,86,.384,14,42,.333,22,27,.815,17,102
Los Angeles Lakers,2019-11-13,48,89,.539,9,20,.450,15,18,.833,18,120
Minnesota Timberwolves,2019-11-13,45,91,.495,11,34,.324,28,34,.824,25,129
Orlando Magic,2019-11-13,38,86,.442,10,32,.313,26,34,.765,22,112
Portland Trail Blazers,2019-11-13,38,96,.396,17,48,.354,13,16,.813,16,106
Cleveland Cavaliers,2019-11-14,36,85,.424,8,32,.250,17,21,.810,16,97
Denver Nuggets,2019-11-14,43,101,.426,10,33,.303,5,10,.500,14,101
Milwaukee Bucks,2019-11-14,42,88,.477,6,33,.182,34,47,.723,22,124
New Orleans Pelicans,2019-11-14,47,98,.480,18,34,.529,20,29,.690,25,132
New York Knicks,2019-11-14,42,94,.447,13,30,.433,9,11,.818,27,106
Phoenix Suns,2019-11-14,41,85,.482,15,39,.385,31,38,.816,24,128
Charlotte Hornets,2019-11-15,43,96,.448,13,35,.371,10,16,.625,17,109
Golden State Warriors,2019-11-15,34,82,.415,5,28,.179,27,34,.794,19,100
Houston Rockets,2019-11-15,36,89,.404,14,46,.304,25,29,.862,23,111
Los Angeles Lakers,2019-11-15,34,81,.420,11,37,.297,20,22,.909,18,99
Memphis Grizzlies,2019-11-15,43,96,.448,10,35,.286,11,13,.846,23,107
Minnesota Timberwolves,2019-11-15,42,89,.472,11,37,.297,21,29,.724,20,116
Oklahoma City Thunder,2019-11-15,41,76,.539,10,24,.417,35,41,.854,23,127
Orlando Magic,2019-11-15,36,87,.414,12,29,.414,27,34,.794,13,111
Chicago Bulls,2019-11-16,32,91,.352,9,39,.231,38,41,.927,30,111
Dallas Mavericks,2019-11-16,37,88,.420,9,39,.231,27,33,.818,15,110
Indiana Pacers,2019-11-16,32,100,.320,12,34,.353,7,9,.778,10,83
Los Angeles Clippers,2019-11-16,50,93,.538,17,33,.515,33,35,.943,28,150
Miami Heat,2019-11-16,44,81,.543,9,24,.375,12,13,.923,6,109
Minnesota Timberwolves,2019-11-16,38,84,.452,12,38,.316,17,23,.739,20,105
New York Knicks,2019-11-16,39,86,.453,6,20,.300,18,23,.783,21,102
San Antonio Spurs,2019-11-16,41,88,.466,5,18,.278,29,34,.853,17,116
Cleveland Cavaliers,2019-11-17,34,90,.378,6,25,.240,21,24,.875,21,95
Los Angeles Lakers,2019-11-17,47,89,.528,15,35,.429,13,16,.813,19,122
Memphis Grizzlies,2019-11-17,39,84,.464,16,36,.444,20,24,.833,17,114
New Orleans Pelicans,2019-11-17,37,89,.416,18,46,.391,16,20,.800,21,108
Orlando Magic,2019-11-17,43,87,.494,15,38,.395,24,26,.923,15,125
Sacramento Kings,2019-11-17,38,89,.427,14,35,.400,10,12,.833,24,100
Brooklyn Nets,2019-11-18,30,84,.357,11,34,.324,15,24,.625,19,86
Chicago Bulls,2019-11-18,39,97,.402,12,34,.353,11,14,.786,25,101
Dallas Mavericks,2019-11-18,42,84,.500,17,41,.415,16,23,.696,19,117
Houston Rockets,2019-11-18,47,100,.470,17,45,.378,21,26,.808,21,132
Los Angeles Clippers,2019-11-18,35,87,.402,10,36,.278,10,14,.714,25,90
New York Knicks,2019-11-18,44,98,.449,8,23,.348,27,35,.771,24,123
Phoenix Suns,2019-11-18,33,82,.402,10,36,.278,9,12,.750,17,85
Toronto Raptors,2019-11-18,50,97,.515,20,43,.465,12,15,.800,25,132
Utah Jazz,2019-11-18,35,96,.365,12,31,.387,20,26,.769,23,102
Los Angeles Lakers,2019-11-19,43,89,.483,14,31,.452,12,19,.632,20,112
Memphis Grizzlies,2019-11-19,36,88,.409,9,25,.360,14,19,.737,23,95
New Orleans Pelicans,2019-11-19,41,93,.441,13,36,.361,20,24,.833,15,115
Sacramento Kings,2019-11-19,42,79,.532,13,31,.419,23,25,.920,26,120
Atlanta Hawks,2019-11-20,44,96,.458,14,31,.452,25,31,.806,26,127
Brooklyn Nets,2019-11-20,36,90,.400,10,39,.256,19,23,.826,21,101
Chicago Bulls,2019-11-20,39,91,.429,14,27,.519,17,26,.654,24,109
Dallas Mavericks,2019-11-20,51,90,.567,22,38,.579,18,23,.783,21,142
Denver Nuggets,2019-11-20,44,94,.468,9,27,.333,8,15,.533,21,105
Los Angeles Clippers,2019-11-20,39,93,.419,17,45,.378,12,16,.750,18,107
Miami Heat,2019-11-20,41,78,.526,19,37,.514,23,31,.742,20,124
Minnesota Timberwolves,2019-11-20,35,89,.393,14,45,.311,11,21,.524,20,95
Philadelphia 76ers,2019-11-20,39,89,.438,13,32,.406,18,26,.692,14,109
Toronto Raptors,2019-11-20,45,87,.517,9,27,.333,14,19,.737,21,113
Washington Wizards,2019-11-20,54,92,.587,18,30,.600,12,15,.800,20,138
Milwaukee Bucks,2019-11-21,50,106,.472,16,43,.372,21,26,.808,20,137
Phoenix Suns,2019-11-21,40,86,.465,13,31,.419,28,32,.875,19,121
Brooklyn Nets,2019-11-22,41,81,.506,12,34,.353,22,31,.710,18,116
Chicago Bulls,2019-11-22,41,90,.456,10,30,.333,16,20,.800,24,108
Dallas Mavericks,2019-11-22,58,100,.580,20,37,.541,7,9,.778,18,143
Denver Nuggets,2019-11-22,39,88,.443,7,28,.250,11,13,.846,17,96
Detroit Pistons,2019-11-22,49,82,.598,17,34,.500,13,20,.650,17,128
Los Angeles Clippers,2019-11-22,45,87,.517,13,33,.394,19,24,.792,32,122
Oklahoma City Thunder,2019-11-22,49,93,.527,11,31,.355,18,20,.900,23,127
Philadelphia 76ers,2019-11-22,46,89,.517,10,26,.385,13,19,.684,21,115
Utah Jazz,2019-11-22,43,85,.506,14,32,.438,13,16,.813,14,113
Washington Wizards,2019-11-22,48,91,.527,14,34,.412,15,20,.750,13,125
Atlanta Hawks,2019-11-23,47,90,.522,14,34,.412,8,11,.727,27,116
Charlotte Hornets,2019-11-23,44,80,.550,12,28,.429,15,22,.682,17,115
Cleveland Cavaliers,2019-11-23,37,87,.425,10,31,.323,26,32,.813,14,110
Indiana Pacers,2019-11-23,43,79,.544,10,24,.417,15,16,.938,14,111
Memphis Grizzlies,2019-11-23,43,89,.483,14,30,.467,8,13,.615,19,108
Milwaukee Bucks,2019-11-23,41,84,.488,13,37,.351,9,18,.500,14,104
Minnesota Timberwolves,2019-11-23,38,91,.418,12,42,.286,10,17,.588,23,98
New York Knicks,2019-11-23,40,93,.430,15,40,.375,9,15,.600,22,104
Philadelphia 76ers,2019-11-23,42,83,.506,14,29,.483,15,17,.882,27,113
Utah Jazz,2019-11-23,42,82,.512,15,36,.417,29,33,.879,21,128
Denver Nuggets,2019-11-24,43,91,.473,14,31,.452,16,23,.696,16,116
Houston Rockets,2019-11-24,45,98,.459,10,44,.227,23,31,.742,26,123
Los Angeles Clippers,2019-11-24,46,98,.469,16,43,.372,26,33,.788,21,134
New York Knicks,2019-11-24,37,80,.463,18,35,.514,9,16,.563,29,101
Washington Wizards,2019-11-24,42,92,.457,13,34,.382,9,12,.750,23,106
Atlanta Hawks,2019-11-25,41,94,.436,10,32,.313,21,26,.808,25,113
Boston Celtics,2019-11-25,38,85,.447,7,30,.233,20,23,.870,16,103
Chicago Bulls,2019-11-25,36,86,.419,9,39,.231,13,20,.650,20,94
Cleveland Cavaliers,2019-11-25,40,94,.426,13,32,.406,13,20,.650,14,106
Detroit Pistons,2019-11-25,34,79,.430,14,38,.368,21,25,.840,20,103
Golden State Warriors,2019-11-25,37,89,.416,9,20,.450,14,16,.875,17,97
Indiana Pacers,2019-11-25,51,94,.543,18,33,.545,6,10,.600,11,126
Miami Heat,2019-11-25,40,77,.519,13,31,.419,24,28,.857,23,117
Milwaukee Bucks,2019-11-25,43,97,.443,13,41,.317,23,29,.793,15,122
San Antonio Spurs,2019-11-25,41,88,.466,10,25,.400,12,15,.800,22,104
Toronto Raptors,2019-11-25,38,84,.452,11,34,.324,14,22,.636,18,101
Dallas Mavericks,2019-11-26,30,79,.380,11,38,.289,28,35,.800,21,99
Denver Nuggets,2019-11-26,47,90,.522,6,24,.250,17,23,.739,20,117
Boston Celtics,2019-11-27,43,97,.443,13,34,.382,22,24,.917,17,121
Charlotte Hornets,2019-11-27,39,88,.443,7,30,.233,17,20,.850,18,102
Cleveland Cavaliers,2019-11-27,37,81,.457,11,34,.324,19,22,.864,15,104
Golden State Warriors,2019-11-27,37,81,.457,11,29,.379,19,26,.731,17,104
Houston Rockets,2019-11-27,38,83,.458,15,44,.341,26,33,.788,22,117
Indiana Pacers,2019-11-27,50,96,.521,8,22,.364,13,16,.813,19,121
Memphis Grizzlies,2019-11-27,43,92,.467,11,28,.393,22,26,.846,22,119
Milwaukee Bucks,2019-11-27,42,88,.477,10,34,.294,17,27,.630,23,111
New Orleans Pelicans,2019-11-27,34,84,.405,17,40,.425,25,30,.833,23,110
Philadelphia 76ers,2019-11-27,36,77,.468,5,26,.192,20,24,.833,12,97
Phoenix Suns,2019-11-27,48,93,.516,15,38,.395,21,24,.875,21,132
Portland Trail Blazers,2019-11-27,49,94,.521,14,30,.467,24,24,1.000,32,136
San Antonio Spurs,2019-11-27,41,97,.423,5,29,.172,14,17,.824,18,101
Toronto Raptors,2019-11-27,46,94,.489,21,41,.512,13,17,.765,18,126
Brooklyn Nets,2019-11-29,43,93,.462,17,41,.415,9,13,.692,24,112
Cleveland Cavaliers,2019-11-29,44,88,.500,17,34,.500,5,10,.500,22,110
Detroit Pistons,2019-11-29,41,83,.494,15,35,.429,10,20,.500,16,107
Indiana Pacers,2019-11-29,39,92,.424,6,26,.231,21,28,.750,20,105
Los Angeles Lakers,2019-11-29,45,87,.517,14,32,.438,21,28,.750,20,125
Memphis Grizzlies,2019-11-29,37,94,.394,10,34,.294,10,17,.588,17,94
Miami Heat,2019-11-29,44,82,.537,13,25,.520,21,28,.750,30,122
New York Knicks,2019-11-29,34,78,.436,8,20,.400,19,33,.576,33,95
Oklahoma City Thunder,2019-11-29,43,90,.478,13,34,.382,10,16,.625,17,109
Orlando Magic,2019-11-29,27,78,.346,7,29,.241,22,27,.815,19,83
Phoenix Suns,2019-11-29,41,93,.441,13,38,.342,18,25,.720,29,113
Portland Trail Blazers,2019-11-29,38,84,.452,10,30,.333,21,28,.750,21,107
San Antonio Spurs,2019-11-29,40,93,.430,14,36,.389,13,14,.929,15,107
Houston Rockets,2019-11-30,52,89,.584,25,51,.490,29,34,.853,23,158
Milwaukee Bucks,2019-11-30,54,96,.563,20,44,.455,9,15,.600,13,137
Philadelphia 76ers,2019-11-30,38,77,.494,11,23,.478,32,36,.889,16,119
Sacramento Kings,2019-11-30,37,96,.385,8,33,.242,18,21,.857,23,100
Brooklyn Nets,2019-12-01,40,91,.440,14,42,.333,12,16,.750,21,106
Detroit Pistons,2019-12-01,52,88,.591,15,31,.484,13,18,.722,14,132
Los Angeles Clippers,2019-12-01,52,94,.553,14,32,.438,32,40,.800,25,150
Los Angeles Lakers,2019-12-01,40,87,.460,7,27,.259,13,16,.813,14,100
Minnesota Timberwolves,2019-12-01,33,85,.388,11,36,.306,30,35,.857,21,107
New Orleans Pelicans,2019-12-01,39,87,.448,17,38,.447,9,10,.900,22,104
New York Knicks,2019-12-01,35,76,.461,8,26,.308,26,37,.703,25,104
Orlando Magic,2019-12-01,37,87,.425,11,33,.333,15,22,.682,20,100
Toronto Raptors,2019-12-01,47,90,.522,19,36,.528,17,21,.810,24,130
Atlanta Hawks,2019-12-02,41,89,.461,8,29,.276,14,15,.933,12,104
Charlotte Hornets,2019-12-02,38,84,.452,7,25,.280,21,26,.808,23,104
Memphis Grizzlies,2019-12-02,38,89,.427,10,38,.263,18,19,.947,20,104
Milwaukee Bucks,2019-12-02,48,86,.558,16,35,.457,20,32,.625,23,132
Philadelphia 76ers,2019-12-02,37,91,.407,13,26,.500,16,23,.696,22,103
Sacramento Kings,2019-12-02,40,83,.482,9,33,.273,17,20,.850,26,106
Cleveland Cavaliers,2019-12-03,38,90,.422,8,27,.296,10,14,.714,11,94
Denver Nuggets,2019-12-03,37,91,.407,6,29,.207,16,17,.941,25,96
Los Angeles Clippers,2019-12-03,43,94,.457,17,34,.500,14,25,.560,15,117
New Orleans Pelicans,2019-12-03,38,94,.404,11,41,.268,10,15,.667,19,97
San Antonio Spurs,2019-12-03,50,106,.472,13,30,.433,22,32,.688,27,135
Toronto Raptors,2019-12-03,35,91,.385,11,43,.256,29,36,.806,20,110
Washington Wizards,2019-12-03,45,89,.506,12,35,.343,18,23,.783,23,120
Atlanta Hawks,2019-12-04,48,90,.533,9,26,.346,13,21,.619,19,118
Boston Celtics,2019-12-04,35,79,.443,16,41,.390,26,32,.813,20,112
Chicago Bulls,2019-12-04,33,77,.429,13,33,.394,27,37,.730,22,106
Charlotte Hornets,2019-12-04,40,87,.460,21,48,.438,5,8,.625,20,106
Dallas Mavericks,2019-12-04,46,92,.500,11,37,.297,18,23,.783,16,121
Detroit Pistons,2019-12-04,39,93,.419,11,36,.306,14,22,.636,19,103
Oklahoma City Thunder,2019-12-04,41,84,.488,9,26,.346,9,10,.900,19,100
Orlando Magic,2019-12-04,49,85,.576,14,25,.560,16,20,.800,19,128
Portland Trail Blazers,2019-12-04,47,84,.560,16,32,.500,17,21,.810,18,127
Utah Jazz,2019-12-04,34,83,.410,14,31,.452,14,19,.737,24,96
New Orleans Pelicans,2019-12-05,44,87,.506,17,41,.415,27,35,.771,29,132
New York Knicks,2019-12-05,34,83,.410,9,34,.265,15,23,.652,16,92
Toronto Raptors,2019-12-05,38,88,.432,12,39,.308,21,24,.875,21,109
Washington Wizards,2019-12-05,41,90,.456,11,27,.407,26,32,.813,20,119
Boston Celtics,2019-12-06,44,82,.537,13,35,.371,7,8,.875,23,108
Chicago Bulls,2019-12-06,39,88,.443,17,41,.415,3,5,.600,20,98
Charlotte Hornets,2019-12-06,36,83,.434,17,40,.425,15,17,.882,16,104
Cleveland Cavaliers,2019-12-06,35,83,.422,10,34,.294,7,10,.700,19,87
Detroit Pistons,2019-12-06,39,87,.448,11,25,.440,19,26,.731,17,108
Miami Heat,2019-12-06,42,86,.488,10,28,.357,18,24,.750,13,112
Milwaukee Bucks,2019-12-06,44,94,.468,14,36,.389,17,21,.810,23,119
Oklahoma City Thunder,2019-12-06,49,88,.557,5,18,.278,36,40,.900,20,139
Portland Trail Blazers,2019-12-06,39,86,.453,10,34,.294,25,29,.862,25,113
San Antonio Spurs,2019-12-06,41,96,.427,11,32,.344,12,17,.706,16,105
Dallas Mavericks,2019-12-07,46,86,.535,13,38,.342,25,31,.806,17,130
Houston Rockets,2019-12-07,41,91,.451,11,40,.275,22,30,.733,28,115
New York Knicks,2019-12-07,39,96,.406,10,31,.323,15,21,.714,14,103
Philadelphia 76ers,2019-12-07,57,90,.633,11,26,.423,16,23,.696,16,141
Utah Jazz,2019-12-07,45,80,.563,19,34,.559,17,18,.944,25,126
Brooklyn Nets,2019-12-08,40,87,.460,7,28,.250,18,23,.783,15,105
Charlotte Hornets,2019-12-08,36,90,.400,11,31,.355,24,29,.828,17,107
Dallas Mavericks,2019-12-08,41,86,.477,17,44,.386,7,8,.875,11,106
Los Angeles Lakers,2019-12-08,55,94,.585,14,31,.452,18,20,.900,19,142
Miami Heat,2019-12-08,32,77,.416,11,35,.314,35,44,.795,23,110
Philadelphia 76ers,2019-12-08,40,79,.506,14,32,.438,16,21,.762,18,110
Portland Trail Blazers,2019-12-08,36,100,.360,9,33,.273,15,18,.833,26,96
Washington Wizards,2019-12-08,40,88,.455,14,33,.424,25,30,.833,22,119
Boston Celtics,2019-12-09,45,78,.577,15,27,.556,5,8,.625,19,110
Chicago Bulls,2019-12-09,35,89,.393,12,46,.261,10,14,.714,20,92
Golden State Warriors,2019-12-09,35,93,.376,11,27,.407,21,25,.840,21,102
Houston Rockets,2019-12-09,41,84,.488,17,50,.340,19,23,.826,20,118
Indiana Pacers,2019-12-09,34,97,.351,10,35,.286,21,28,.750,21,99
Milwaukee Bucks,2019-12-09,43,92,.467,16,41,.390,8,15,.533,19,110
New Orleans Pelicans,2019-12-09,40,91,.440,8,38,.211,15,22,.682,22,103
Phoenix Suns,2019-12-09,47,95,.495,16,40,.400,15,19,.789,23,125
Utah Jazz,2019-12-09,36,89,.404,8,31,.258,10,12,.833,16,90
Charlotte Hornets,2019-12-10,38,85,.447,16,41,.390,22,28,.786,26,114
Miami Heat,2019-12-10,53,103,.515,14,41,.341,15,22,.682,17,135
Philadelphia 76ers,2019-12-10,37,89,.416,12,36,.333,11,16,.688,15,97
Portland Trail Blazers,2019-12-10,39,90,.433,17,41,.415,20,24,.833,21,115
Brooklyn Nets,2019-12-11,38,88,.432,10,38,.263,22,33,.667,21,108
Chicago Bulls,2019-12-11,54,94,.574,11,24,.458,17,19,.895,25,136
Cleveland Cavaliers,2019-12-11,46,89,.517,13,32,.406,5,8,.625,15,110
Golden State Warriors,2019-12-11,45,104,.433,10,37,.270,22,30,.733,25,122
Indiana Pacers,2019-12-11,41,85,.482,10,25,.400,30,36,.833,18,122
Milwaukee Bucks,2019-12-11,50,93,.538,19,39,.487,8,9,.889,17,127
Minnesota Timberwolves,2019-12-11,40,91,.440,15,41,.366,21,26,.808,19,116
Orlando Magic,2019-12-11,34,81,.420,8,26,.308,11,17,.647,17,87
Phoenix Suns,2019-12-11,37,93,.398,9,34,.265,25,30,.833,20,108
Sacramento Kings,2019-12-11,39,88,.443,10,31,.323,6,10,.600,21,94
Toronto Raptors,2019-12-11,31,88,.352,8,36,.222,22,25,.880,24,92
Boston Celtics,2019-12-12,42,91,.462,11,31,.355,14,17,.824,25,109
Denver Nuggets,2019-12-12,42,88,.477,18,36,.500,12,19,.632,13,114
Detroit Pistons,2019-12-12,40,89,.449,15,42,.357,16,23,.696,16,111
San Antonio Spurs,2019-12-12,42,86,.488,5,16,.313,20,25,.800,21,109
Atlanta Hawks,2019-12-13,39,94,.415,6,28,.214,16,23,.696,20,100
Chicago Bulls,2019-12-13,27,90,.300,7,34,.206,12,14,.857,20,73
Memphis Grizzlies,2019-12-13,38,98,.388,20,49,.408,18,23,.783,26,114
Miami Heat,2019-12-13,39,85,.459,10,33,.303,22,28,.786,21,110
Minnesota Timberwolves,2019-12-13,38,85,.447,10,41,.244,31,37,.838,26,117
Orlando Magic,2019-12-13,40,91,.440,15,37,.405,12,16,.750,15,107
Philadelphia 76ers,2019-12-13,43,87,.494,7,20,.350,23,34,.676,24,116
Sacramento Kings,2019-12-13,39,83,.470,17,39,.436,6,8,.750,18,101
Utah Jazz,2019-12-13,37,79,.468,16,38,.421,24,31,.774,20,114
Chicago Bulls,2019-12-14,40,85,.471,14,31,.452,15,18,.833,25,109
Dallas Mavericks,2019-12-14,45,101,.446,17,44,.386,11,17,.647,27,118
Denver Nuggets,2019-12-14,43,85,.506,7,27,.259,17,23,.739,23,110
Houston Rockets,2019-12-14,41,102,.402,13,45,.289,12,18,.667,19,107
Memphis Grizzlies,2019-12-14,48,84,.571,11,27,.407,21,24,.875,24,128
Milwaukee Bucks,2019-12-14,46,85,.541,14,37,.378,19,26,.731,17,125
Phoenix Suns,2019-12-14,45,103,.437,10,40,.250,19,26,.731,24,119
Toronto Raptors,2019-12-14,38,98,.388,14,40,.350,20,25,.800,23,110
Atlanta Hawks,2019-12-15,31,86,.360,12,42,.286,22,25,.880,27,96
Brooklyn Nets,2019-12-15,43,94,.457,9,24,.375,14,18,.778,23,109
Denver Nuggets,2019-12-15,44,94,.468,10,28,.357,13,19,.684,9,111
Golden State Warriors,2019-12-15,30,76,.395,6,25,.240,13,18,.722,17,79
Indiana Pacers,2019-12-15,40,88,.455,10,35,.286,17,20,.850,25,107
New Orleans Pelicans,2019-12-15,47,88,.534,19,43,.442,6,12,.500,21,119
Detroit Pistons,2019-12-16,41,86,.477,13,39,.333,24,34,.706,19,119
Houston Rockets,2019-12-16,40,98,.408,11,43,.256,18,27,.667,19,109
Memphis Grizzlies,2019-12-16,42,86,.488,13,36,.361,21,30,.700,20,118
Milwaukee Bucks,2019-12-16,44,105,.419,11,41,.268,17,24,.708,23,116
Oklahoma City Thunder,2019-12-16,35,69,.507,16,34,.471,23,28,.821,15,109
Phoenix Suns,2019-12-16,41,90,.456,12,34,.353,16,19,.842,21,110
Toronto Raptors,2019-12-16,52,89,.584,16,32,.500,13,17,.765,19,133
Charlotte Hornets,2019-12-17,39,81,.481,13,30,.433,19,27,.704,18,110
Indiana Pacers,2019-12-17,41,85,.482,10,25,.400,13,20,.650,21,105
Los Angeles Clippers,2019-12-17,45,89,.506,14,32,.438,16,22,.727,15,120
New Orleans Pelicans,2019-12-17,37,107,.346,11,40,.275,16,24,.667,19,101
New York Knicks,2019-12-17,53,95,.558,13,28,.464,24,31,.774,21,143
Utah Jazz,2019-12-17,42,90,.467,15,36,.417,10,16,.625,16,109
Cleveland Cavaliers,2019-12-18,40,74,.541,7,26,.269,13,17,.765,21,100
Dallas Mavericks,2019-12-18,34,87,.391,15,43,.349,20,25,.800,20,103
Denver Nuggets,2019-12-18,40,84,.476,11,27,.407,22,25,.880,17,113
Detroit Pistons,2019-12-18,39,87,.448,6,35,.171,15,22,.682,17,99
Minnesota Timberwolves,2019-12-18,36,95,.379,10,39,.256,17,27,.630,18,99
Oklahoma City Thunder,2019-12-18,46,84,.548,7,24,.292,27,34,.794,16,126
Philadelphia 76ers,2019-12-18,38,90,.422,12,39,.308,16,18,.889,17,104
Portland Trail Blazers,2019-12-18,44,97,.454,9,31,.290,25,28,.893,22,122
Washington Wizards,2019-12-18,34,95,.358,14,45,.311,27,32,.844,20,109
Atlanta Hawks,2019-12-19,39,90,.433,11,29,.379,17,19,.895,27,106
Los Angeles Clippers,2019-12-19,43,86,.500,16,37,.432,15,19,.789,24,117
Milwaukee Bucks,2019-12-19,36,77,.468,16,39,.410,23,32,.719,25,111
San Antonio Spurs,2019-12-19,43,96,.448,13,33,.394,19,23,.826,19,118
Boston Celtics,2019-12-20,45,86,.523,9,27,.333,15,21,.714,19,114
Cleveland Cavaliers,2019-12-20,40,92,.435,17,37,.459,17,23,.739,12,114
Denver Nuggets,2019-12-20,44,89,.494,10,28,.357,11,12,.917,22,109
Golden State Warriors,2019-12-20,36,83,.434,10,33,.303,24,25,.960,24,106
Indiana Pacers,2019-12-20,45,86,.523,14,31,.452,15,18,.833,15,119
Miami Heat,2019-12-20,43,77,.558,18,38,.474,25,34,.735,22,129
Oklahoma City Thunder,2019-12-20,49,87,.563,10,24,.417,18,21,.857,23,126
Philadelphia 76ers,2019-12-20,38,90,.422,10,34,.294,12,18,.667,16,98
Portland Trail Blazers,2019-12-20,42,84,.500,17,36,.472,17,19,.895,24,118
Toronto Raptors,2019-12-20,38,78,.487,12,30,.400,34,44,.773,25,122
Brooklyn Nets,2019-12-21,46,100,.460,11,30,.367,19,28,.679,18,122
Charlotte Hornets,2019-12-21,39,85,.459,12,29,.414,17,22,.773,25,107
Detroit Pistons,2019-12-21,40,87,.460,16,35,.457,11,12,.917,20,107
Memphis Grizzlies,2019-12-21,40,83,.482,15,35,.429,24,29,.828,16,119
New York Knicks,2019-12-21,39,97,.402,9,30,.300,15,21,.714,27,102
Philadelphia 76ers,2019-12-21,49,94,.521,14,33,.424,13,21,.619,26,125
